
*************************************************************
 Amazon kindlegen(Linux) V2.9 build 1028-0897292 
Info(prcgen):I1019: Building index into record  0000005 Index name: Ruby_on_Rails_Guides__v2
Info(prcgen):I1019: Building index into record  0000008 Index name: Ruby_on_Rails_Guides__v2
Info(prcgen):I1029: The default lookup index is: "Ruby_on_Rails_Guides__v2"
Info(prcgen):I1046: Found UNICODE range: Ruby_on_Rails_Guides__v2
Info(prcgen/compress):I4001: Compiling source text for compression (4096 passes max). Pass  0000795
Info(prcgen/compress):I4006: Text compressed to (in % of original size):  36.05%
Info(prcgen/compress):I4007: Compression dictionary statistics:  000333968 bytes 000030584 entries 
Info(prcgen/compress):I4006: Text compressed to (in % of original size):  33.12%
Info(prcgen/compress):I4007: Compression dictionary statistics:  000240280 bytes 000021237 entries 
Info(prcgen/compress):I4006: Text compressed to (in % of original size):  31.87%
Info(prcgen/compress):I4007: Compression dictionary statistics:  000195808 bytes 000016795 entries 
Info(prcgen/compress):I4006: Text compressed to (in % of original size):  31.03%
Info(prcgen/compress):I4007: Compression dictionary statistics:  000158728 bytes 000013409 entries 
Info(prcgen/compress):I4006: Text compressed to (in % of original size):  30.48%
Info(prcgen/compress):I4007: Compression dictionary statistics:  000128658 bytes 000010737 entries 
Info(prcgen/compress):I4006: Text compressed to (in % of original size):  30.54%
Info(prcgen/compress):I4007: Compression dictionary statistics:  000111216 bytes 000008608 entries 
Info(prcgen):I2001: Final stats - TEXT:      000774513 bytes 000000626 records 
Info(prcgen):I2003: Final stats - INDEXES:   000056380 bytes 000000011 records 
Info(prcgen):I2004: Final stats - TRAILING:  000005864 bytes 000000622 records 
Info(prcgen):I2005: Final stats - FRAMES:    000000116 bytes 000000003 records 
Info(prcgen):I2006: Final stats - OTHER:     000010315 bytes 000000004 records 
Info(prcgen):I2007: Final stats - TOTAL:     000847188 bytes 000000644 records 
Info(prcgen):I1039: Final stats - text compressed to (in % of original size):  30.54%
Info(prcgen):I1041: The file format version is V8
Info(prcgen):I15000:  Approximate Standard Mobi Deliverable file size :   0001419KB
Info(prcgen):I15001:  Approximate KF8 Deliverable file size :   0001623KB
Info(prcgen):I1036: Mobi file built successfully
Wrote MOBI to ruby_on_rails_guides_v4.2.11.3.mobi
